acc,val_acc,loss,val_loss
0.4210725724697113,0.41737648844718933,1.392348289489746,1.3660054206848145
0.46314194798469543,0.7223168611526489,1.2869900465011597,1.009016513824463
0.6335039138793945,0.7427598237991333,1.0623037815093994,0.8742216229438782
0.6950919032096863,0.7955706715583801,0.913933515548706,0.6765817999839783
0.7367822527885437,0.7700170278549194,0.8254680037498474,0.6795448660850525
0.7564904093742371,0.7904599905014038,0.7632372379302979,0.6337839961051941
0.7695660591125488,0.8194207549095154,0.7249134182929993,0.5540191531181335
0.7847261428833008,0.7563884258270264,0.6825127601623535,0.6629118919372559
0.7892742156982422,0.8074957132339478,0.6579888463020325,0.5925885438919067
0.8053818345069885,0.8160136342048645,0.6399916410446167,0.5305412411689758
0.8029183149337769,0.8398637175559998,0.6176120042800903,0.4402046203613281
0.8089823722839355,0.8449744582176208,0.5823544859886169,0.4413210451602936
0.8161834478378296,0.8603066205978394,0.5691586136817932,0.41269150376319885
0.8178889751434326,0.8330494165420532,0.5623011589050293,0.49459055066108704
0.830206573009491,0.8500851988792419,0.5246976017951965,0.4442503750324249
0.828311562538147,0.8568994998931885,0.5025919079780579,0.42443734407424927
0.8406291604042053,0.8688245415687561,0.4818938076496124,0.35354119539260864
0.8381656408309937,0.8586030602455139,0.48123791813850403,0.3994879722595215
0.843092679977417,0.8688245415687561,0.45988965034484863,0.34966808557510376
0.8620428442955017,0.8739352822303772,0.4189508259296417,0.35713937878608704
0.8501042127609253,0.8773424029350281,0.42267441749572754,0.32389262318611145
0.8664013743400574,0.8909710645675659,0.3968254029750824,0.29940319061279297
0.8665908575057983,0.8688245415687561,0.3895033597946167,0.3465011715888977
0.8698123693466187,0.8892674446105957,0.3775113523006439,0.3102380037307739
0.8758764266967773,0.8773424029350281,0.35382410883903503,0.3315248489379883
0.885730504989624,0.8824531435966492,0.34401988983154297,0.3041774034500122
0.8792874813079834,0.904599666595459,0.3431576192378998,0.27942991256713867
0.887436032295227,0.8943781852722168,0.32736581563949585,0.30255788564682007
0.8866780400276184,0.8977853655815125,0.3096941113471985,0.27871373295783997
0.8940685987472534,0.8892674446105957,0.2913159132003784,0.32501542568206787
0.8925526142120361,0.8977853655815125,0.30176472663879395,0.2899288237094879
0.8999431729316711,0.8875638842582703,0.27911725640296936,0.32675543427467346
0.9092287421226501,0.8960817456245422,0.26243701577186584,0.2909049987792969
0.9035436511039734,0.9063032269477844,0.26604992151260376,0.2956301271915436
0.9084707498550415,0.918228268623352,0.25945067405700684,0.25176844000816345
0.9107447266578674,0.8994889259338379,0.2508317530155182,0.3018574118614197
0.9109342694282532,0.9267461895942688,0.23779873549938202,0.236643984913826
0.9183248281478882,0.9216354489326477,0.23902229964733124,0.23197996616363525
0.9253363609313965,0.9080067873001099,0.21968498826026917,0.24411310255527496
0.9207883477210999,0.913117527961731,0.21441304683685303,0.251975953578949
0.9272313714027405,0.9301533102989197,0.2093808501958847,0.2293473780155182
0.9355694651603699,0.9301533102989197,0.187675341963768,0.21228402853012085
0.9255258440971375,0.9233390092849731,0.20071034133434296,0.22725163400173187
0.9287474155426025,0.9199318289756775,0.18575744330883026,0.2382078617811203
0.9325374364852905,0.9267461895942688,0.18559147417545319,0.2301214635372162
0.9361379742622375,0.9369676113128662,0.1798134446144104,0.20383112132549286
0.9344324469566345,0.9233390092849731,0.1699630618095398,0.23053289949893951
0.9420124888420105,0.9250425696372986,0.16545826196670532,0.2406010776758194
0.9384119510650635,0.9267461895942688,0.16672126948833466,0.2413588911294937
