acc,val_acc,loss,val_loss
0.1634819507598877,0.3869209885597229,1.3940930366516113,1.378629446029663
0.23870185017585754,0.6158038377761841,1.3630173206329346,1.234763503074646
0.6078252792358398,0.7111716866493225,1.112155795097351,0.875910758972168
0.6730360984802246,0.7493187785148621,0.9521949887275696,0.7043216824531555
0.7333939671516418,0.776566743850708,0.7980826497077942,0.6336276531219482
0.7694874405860901,0.8065395355224609,0.7140083909034729,0.5144975781440735
0.8040642738342285,0.8147138953208923,0.6321778297424316,0.5434030890464783
0.7743403315544128,0.8773841857910156,0.6414346694946289,0.38601917028427124
0.8319684267044067,0.8337874412536621,0.5341224670410156,0.41746869683265686
0.8431907892227173,0.8555858135223389,0.490913063287735,0.4142386317253113
0.8504701256752014,0.8964577913284302,0.4633876085281372,0.343908429145813
0.8616924285888672,0.8719345927238464,0.4276394546031952,0.3704575300216675
0.8598726391792297,0.8828337788581848,0.4163700342178345,0.34419700503349304
0.8701850175857544,0.8746594190597534,0.40010711550712585,0.33551323413848877
0.8829238414764404,0.9073569774627686,0.359087735414505,0.2627118229866028
0.887776792049408,0.9182561039924622,0.3313395082950592,0.23526300489902496
0.894146203994751,0.888283371925354,0.3104628622531891,0.2712686359882355
0.9065817594528198,0.9155313372612,0.28957220911979675,0.25327709317207336
0.906885027885437,0.9100817441940308,0.2702595889568329,0.2295939326286316
0.9114346504211426,0.9182561039924622,0.2644297182559967,0.2149420529603958
0.9144676923751831,0.9264305233955383,0.2360893189907074,0.21385593712329865
0.9241734743118286,0.9155313372612,0.22276410460472107,0.2184561789035797
0.9153776168823242,0.9182561039924622,0.22239239513874054,0.2130018025636673
0.9281164407730103,0.9373297095298767,0.1990392506122589,0.18049763143062592
0.9326660633087158,0.9291552901268005,0.19685544073581696,0.18963375687599182
0.9408553242683411,0.9318801164627075,0.17068037390708923,0.18209466338157654
0.9372156262397766,0.9373297095298767,0.1779828518629074,0.17944225668907166
0.9487412571907043,0.9346048831939697,0.13282957673072815,0.1750083565711975
0.9350925087928772,0.9237056970596313,0.16715028882026672,0.22609764337539673
